Portfolio,Geography,Category,Brand,Segment,Initial Sales ($),Margin (%),Trend (%),Contribution (%),Optimized Sales ($),Optimized Contribution (%),Optimized Sales for Margin ($),Optimized Margin ($),Optimized Margin Contribution (%),Optimized Sales for Target ($),Optimized Margin for Target ($),Optimized Margin Contribution for Target (%),Optimized Sales for Margin Target ($),Achieved Margin ($),Sales (Year 1),Margin (Year 1),Sales (Year 2),Margin (Year 2),Sales (Year 3),Margin (Year 3),Sales (Year 4),Margin (Year 4),Sales (Year 5),Margin (Year 5)
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Face Make-Up,4291422.03,12.51,14.63,2.36,4892221.114200001,0.062350715195784015,4892221.114200001,612016.86138642,0.06284326299132721,4892221.114200001,612016.86138642,0.06449695238697244,5578848.639,697913.9647389,4919257.072989001,615399.0598309239,5638944.382767293,705431.9422841882,6463921.945966147,808636.635440365,7409593.726660995,926940.1752052903,8493617.288871499,1062551.5228378244
Fragrance + Color Cosmetics,Asia,Face Make-Up,Aveda,Tools,1863795.93,14.57,2.0,14.0,2124727.3602,0.027079370987544513,2124727.3602,309572.77638114,0.031787626499381584,2124727.3602,309572.77638114,0.032624102174777576,1677416.337,244399.5603009,1901071.8486,276986.16834102,1939093.2855719998,282525.8917078404,1977875.1512834402,288176.40954199724,2017432.6543091086,293939.9377328371,2057781.307395291,299818.7364874939
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Lipstick,795317.4,13.24,6.82,10.14,906661.8360000001,0.01155528595206737,906661.8360000001,120042.0270864,0.012326184381772411,787364.226,104247.02352239999,0.010985996852074667,715785.66,94770.02138399999,849558.04668,112481.485380432,907497.9054635761,120152.72268337746,969389.2626161921,128347.13837038382,1035501.6103266163,137100.41320724398,1106122.8201508918,146450.66138797806
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Mascara,1650498.0,10.47,11.87,3.73,1881567.7200000002,0.02398033332769444,1881567.7200000002,197000.14028400002,0.020228415924931686,1633993.02,171079.069194,0.018029043440432598,1485448.2,155526.42654,1846412.1126,193319.34818922,2065581.2303656202,216266.35481928044,2310765.7224100195,241937.17113632904,2585053.6136600887,270655.1133502113,2891899.477601541,302781.87530488137
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Toner,4220905.31,13.44,10.24,10.99,4811832.0534,0.06132616718010892,4811832.0534,646710.2279769599,0.06640565562829616,4811832.0534,646710.2279769599,0.06815308762492144,5487176.903,737476.5757632,4653126.013743999,625380.1362471934,5129606.117551385,689419.0621989062,5654877.783988648,760015.5741680743,6233937.269069085,837841.1689628849,6872292.44542176,923636.1046646845
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Bronzer,1433801.73,13.53,12.35,7.05,1634533.9722000002,0.02083192067559303,1634533.9722000002,221152.44643866003,0.022708428851513498,1419463.7127,192053.44032831,0.020239412307283395,1290421.557,174594.0366621,1610876.2436549999,217951.5557665215,1809819.4597463924,244868.5729036869,2033332.1630250716,275109.8416572922,2284448.6851586676,309085.9071019677,2566578.0977757634,347258.0166290608
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Hair Dye,4849658.47,11.78,-2.14,6.45,5528610.655800001,0.07046141627319549,5528610.655800001,651270.3352532401,0.06687389766362628,5528610.655800001,651270.3352532401,0.06863365121791046,6304556.011,742676.6980957999,4745875.7787419995,559064.1667358074,4644314.037076921,547100.1935676612,4544925.716683475,535392.2494253133,4447664.306346449,523934.85528761166,4352484.290190635,512722.6493844568
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Face Make-Up,4782660.83,9.8,12.36,13.34,5452233.3462000005,0.06948799749936549,5452233.3462000005,534318.8679276,0.05486505888471175,5452233.3462000005,534318.8679276,0.056308805783748805,6217459.079,609310.989742,5373797.708587999,526632.175441624,6037999.105369477,591723.9123262088,6784295.794793143,664860.987889728,7622834.755029575,747037.8059928984,8565017.13075123,839371.6788136206
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Tools,2075839.36,6.25,9.49,5.36,2366456.8704000004,0.030160181828483217,2366456.8704000004,147903.55440000002,0.015187068450133248,2055080.9664,128442.5604,0.013535825931026299,2698591.168,168661.948,2272836.5152640003,142052.28220400002,2488528.7005625535,155533.0437851596,2724690.07424594,170293.12964037125,2983263.1622918798,186453.94764324249,3266374.8363933787,204148.42727458617
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Lipstick,4023156.26,11.64,4.71,11.89,4586398.1364,0.05845304153304064,4586398.1364,533856.7430769601,0.05481760686932478,4586398.1364,533856.7430769601,0.056260105092037396,5230103.138,608784.0052632,4212646.919845999,490352.1014700743,4411062.5897707455,513447.68544931477,4618823.637748947,537631.0714339775,4836370.231086922,562953.4948985177,5064163.268971116,589468.6045082379
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Mascara,2220634.99,11.65,2.52,6.14,2531523.8886000006,0.03226393928338078,2531523.8886000006,294922.5330219001,0.03028330667684264,2531523.8886000006,294922.5330219001,0.03108019691985053,1998571.4910000002,232833.57870150002,2276594.991748,265223.31653864204,2333965.1855400493,271906.94411541574,2392781.1082156585,278758.9991071242,2453079.1921426924,285783.72588462365,2514896.787784688,292985.4757769162
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Toner,2866759.6,17.13,2.24,8.34,3268105.9440000006,0.04165158078250805,3268105.9440000006,559826.5482072,0.057484244664133405,3268105.9440000006,559826.5482072,0.05899691414201956,2580083.64,441968.32753199997,2930975.01504,502076.02007635194,2996628.8553768955,513322.52292606217,3063753.341737339,524820.9474396061,3132381.416592255,536576.9366622532,3202546.760323921,548596.2600434877
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Bronzer,3518272.96,9.04,0.55,14.07,4010831.1744000004,0.051117516239713195,4010831.1744000004,362579.13816576,0.03723043852632196,4010831.1744000004,362579.13816576,0.03821013910925791,4573754.848,413467.4382592,3537623.4612800004,319801.160899712,3557080.3903170405,321560.0672846604,3576644.3324637846,323328.6476547261,3596315.8762923353,325106.9552168271,3616095.613611943,326895.04347051965
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Hair Dye,3755905.58,13.66,7.95,1.41,4281732.3612,0.054570116265362026,4281732.3612,584884.6405399201,0.06005726574554414,4281732.3612,584884.6405399201,0.06163764300107526,4882677.254000001,666973.7128964001,4054500.07361,553844.710055126,4376832.829461994,597875.3645045083,4724791.039404223,645406.4559826169,5100411.927036858,696716.2692332348,5505894.675236287,752105.2126372767
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Face Make-Up,3281463.35,12.64,5.91,6.03,3740868.2190000005,0.04767687384996095,3740868.2190000005,472845.7428816001,0.04855286063021732,3740868.2190000005,472845.7428816001,0.04983050515296453,4265902.355,539210.0576720001,3475397.833985,439290.28621570405,3680793.845973513,465252.3421310521,3898328.7622705474,492748.7555509973,4128719.9921207363,521870.20700406114,4372727.343655071,552712.736238001
Fragrance + Color Cosmetics,Asia,Face Make-Up,Kilian,Tools,866632.54,7.9,14.01,6.72,987961.0956000001,0.012591434331835896,987961.0956000001,78048.92655240001,0.008014238703182384,857966.2146000001,67779.3309534,0.007142875559701512,779969.2860000001,61617.57359400001,988047.7588539999,78055.77294946599,1126473.249869445,88991.38673968616,1284292.1521761543,101459.08002191619,1464221.4826960335,115673.49713298665,1669358.9124217476,131879.35408131807
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Lipstick,2600074.2,5.79,-4.25,11.04,2964084.5880000005,0.03777686855284797,2964084.5880000005,171620.49764520003,0.01762237733742783,2574073.458,149038.8532182,0.01570635128915831,3380096.4600000004,195707.58503400002,2489571.0465,144146.16359235,2383764.2770237504,138019.95163967516,2282454.2952502407,132154.10369498894,2185449.9877021057,126537.55428795192,2092568.3632247662,121159.70823071396
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Mascara,2921425.99,12.63,-0.14,11.43,3330425.6286000004,0.04244583697307705,3330425.6286000004,420632.75689218,0.043191514208057426,3330425.6286000004,420632.75689218,0.04432807755037754,3797853.7870000005,479668.9332981,2917335.9936140003,368459.5359934482,2913251.7232229407,367943.6926430574,2909173.170810429,367428.57147335715,2905100.3283712943,366914.17147329444,2901033.1879115747,366400.49163323187
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Toner,1257064.61,7.85,4.21,5.01,1433053.6554000003,0.018264080515243405,1433053.6554000003,112494.71194890002,0.01155120914826349,1244493.9639,97692.77616615001,0.010295282255240073,1131358.1490000002,88811.61469650002,1309987.0300810002,102833.98186135851,1365137.4840474103,107163.2924977217,1422609.7721258064,111674.8671118758,1482501.643532303,116376.37901728578,1544914.9627250128,121275.8245739135
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Bronzer,1613583.42,14.68,8.02,12.54,1839485.0988,0.02344399585073182,1839485.0988,270036.41250384,0.027727944046787793,1597447.5858,234505.30559543998,0.024713171292729874,1452225.078,213186.64145039997,1742992.810284,255871.34454969116,1882780.8336687768,276392.2263825764,2033779.856529013,298558.8829384591,2196889.0010226397,322503.3053501235,2373079.4989046557,348368.0704392034
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Hair Dye,2379688.55,6.1,0.47,14.72,2712844.947,0.03457485234462438,2712844.947,165483.54176700002,0.016992220953588613,2355891.6645,143709.3915345,0.015144709840778729,3093595.1149999998,188709.302015,2390873.0861849994,145843.25825728496,2402110.1896900693,146528.7215710942,2413400.107581612,147217.40656247834,2424743.0880872454,147909.32837332197,2436139.3806012557,148604.5022166766
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Face Make-Up,3183163.59,15.65,-4.85,8.25,3628806.4926,0.04624866187343484,3628806.4926,567908.2160919,0.058314088435326664,3628806.4926,567908.2160919,0.059848594841773545,2864847.231,448348.5916515,3028780.155885,474004.0943960025,2881884.318324577,451014.8958177963,2742112.9288858357,429140.6733706333,2609120.4518348724,408327.35071215755,2482578.109920881,388523.4742026179
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Tools,668878.96,13.54,13.42,14.56,762522.0144,0.009718242867717254,762522.0144,103245.48074976,0.010601477359177781,662190.1704,89660.54907215999,0.009448811837302794,601991.064,81509.5900656,758642.5164319999,102720.19672489277,860452.3421371742,116505.24712537338,975925.0464519828,132140.25128959847,1106894.187685839,149873.47301266258,1255439.3876732783,169986.49309096189
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Lipstick,2932487.04,11.87,13.9,10.43,3343035.2256000005,0.04260654462976872,3343035.2256000005,396818.28127872,0.040746190478598454,3343035.2256000005,396818.28127872,0.04181840633595611,3812233.1520000002,452512.0751424,3340102.73856,396470.19506707194,3804377.01921984,451579.55218139495,4333185.424891397,514349.1099346088,4935498.198951302,585843.6362155195,5621532.448605534,667275.9016494767
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Mascara,792046.76,11.99,-0.2,7.58,902933.3064000001,0.0115077663322951,902933.3064000001,108261.70343736002,0.011116554347197029,784126.2924,94016.74245876001,0.009907886113144665,712842.084,85469.76587160002,790462.66648,94776.473710952,788881.74114704,94586.9207635301,787303.977664746,94397.74692200305,785729.3697094164,94208.95142815904,784157.9109699976,94020.53352530272
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Toner,2549595.07,13.73,2.14,3.3,2906538.3798,0.03704344969169695,2906538.3798,399067.71954654006,0.040977167841423294,2906538.3798,399067.71954654006,0.04205546175388752,2294635.563,315053.46279990004,2604156.404498,357550.67433757544,2659885.351554258,365202.2587683996,2716806.8980775187,373017.58710604336,2774946.565696378,381000.16347011266,2834330.4222022807,389153.56696837314
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Bronzer,2766737.46,17.45,8.28,5.74,3154080.7044,0.04019834408828042,3154080.7044,550387.0829177999,0.05651497921230343,3154080.7044,550387.0829177999,0.05800214294903357,2490063.714,434516.118093,2995823.321688,522771.169634556,3243877.4927237662,566056.6224802972,3512470.549121294,612926.1108216658,3803303.1105885375,663676.3927976998,4118216.608145268,718628.7981213493
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Hair Dye,4709853.6,18.68,-0.81,1.55,5369233.104,0.06843017031989232,5369233.104,1002972.7438272,0.10298748921832294,5369233.104,1002972.7438272,0.10569755407965856,6122809.68,1143740.8482239998,4671703.78584,872674.267194912,4633862.985174696,865605.6056306332,4596328.694994781,858594.2002250251,4559098.432565323,851639.5872032023,4522169.735261544,844741.3065468563
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Face Make-Up,3835889.19,17.41,14.36,13.46,4372913.676600001,0.05573221014766442,4372913.676600001,761324.2710960602,0.07817448245100231,4372913.676600001,761324.2710960602,0.08023160530691,4986655.947,868176.8003727,4386722.877684,763728.4530047844,5016656.282919422,873399.8588562714,5737048.125146651,998820.0785880319,6560888.235917709,1142250.641873273,7503031.786595492,1306277.8340462751
Fragrance + Color Cosmetics,Asia,Face Make-Up,Balmain,Tools,3202406.46,12.95,-4.44,4.45,3650743.3644000003,0.04652824442172118,3650743.3644000003,472771.2656898,0.04854521314524354,3650743.3644000003,472771.2656898,0.04982265642820462,4163128.398,539125.127541,3060219.613176,396298.439906292,2924345.8623509854,378702.7891744526,2794504.9060626016,361888.3853351069,2670428.8882334223,345820.5410262282,2551861.8455958585,330466.1090046637
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Lipstick,2568266.38,14.43,6.15,11.4,2927823.6732,0.03731472795890158,2927823.6732,422484.95604275994,0.043381702168023964,2927823.6732,422484.95604275994,0.04452327021248088,2311439.742,333540.75477059995,2726214.76237,393392.790209991,2893876.9702557554,417586.44680790545,3071850.4039264848,443268.0132865917,3260769.203767964,470528.9961037172,3461306.509799694,499466.5293640958
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Mascara,1758951.19,13.47,-3.24,6.79,2005204.3566,0.02555606601361819,2005204.3566,270101.02683402004,0.027734578791025585,1741361.6781,234561.41804007,0.02471908466194886,1583056.071,213237.65276370003,1701961.171444,229254.16979350682,1646817.6294892144,221826.3346921972,1593460.738293764,214639.16144817002,1541832.610373046,207684.85261724933,1491877.2337969593,200955.86339245044
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Toner,3875723.75,15.4,14.81,4.89,4418325.075,0.05631097245259422,4418325.075,680422.06155,0.0698672622551972,4418325.075,680422.06155,0.07170578471877662,5038440.875,775919.89475,4449718.437375,685256.6393557499,5108721.737950237,786743.1476443365,5865323.427340666,903259.8078104625,6733977.826929818,1037032.5853471919,7731279.943098123,1190617.111237111
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Bronzer,2741851.85,9.94,3.81,13.0,3125711.1090000006,0.03983677732305986,3125711.1090000006,310695.68423460005,0.03190292919445792,3125711.1090000006,310695.68423460005,0.03274243900326872,3564407.4050000003,354302.096057,2846316.405485,282923.85070520896,2954761.0605339785,293703.2494170774,3067337.4569403236,304893.34321986814,3184203.01404975,316509.7795965451,3305521.148885045,328568.8021991734
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Hair Dye,3578940.84,18.24,-0.93,13.23,4079992.5576000004,0.05199896897984652,4079992.5576000004,744190.6425062399,0.07641516306717579,4079992.5576000004,744190.6425062399,0.07842599030331292,3221046.756,587518.9282944,3545656.690188,646727.7802902912,3512682.082969252,640713.2119335915,3480014.1395976376,634754.579062609,3447650.00809938,628851.3614773268,3415586.8630240555,623003.0438155876
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Face Make-Up,768930.23,18.33,1.58,5.4,876580.4622000001,0.011171902796089877,876580.4622000001,160677.19872126,0.01649869487758191,761240.9277,139535.46204741,0.014704843313595827,692037.207,126850.4200431,781079.327634,143171.84075531218,793420.3810106172,145433.95583924613,805956.423030585,147731.81234150624,818690.5345144683,150065.97497650204,831625.844959797,152437.01738113078
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Bobbi Brown,Tools,2804398.6,19.11,-4.04,5.93,3197014.4040000006,0.040745528447607704,3197014.4040000006,610949.4526044001,0.06273365906529195,3197014.4040000006,610949.4526044001,0.06438446428781221,2523958.74,482328.515214,2691100.8965600003,514269.38133261603,2582380.420338976,493492.8983267783,2478052.2513572816,473555.7852343765,2377938.9404024477,454424.1315109077,2281870.2072101883,436065.39659786696
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Aveda,Lipstick,4354573.95,10.94,-1.02,6.95,4964214.303,0.06326825892615139,4964214.303,543085.0447482,0.05576518956757803,4964214.303,543085.0447482,0.057232622960506345,5660946.135000001,619307.5071690001,4310157.29571,471531.208150674,4266193.691293758,466721.58982753713,4222678.515642562,461961.02961129625,4179607.1947830077,457249.027109261,4136975.2013962213,452585.0870327466
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Aveda,Mascara,2234986.26,18.73,10.24,8.07,2547884.3364,0.03247245104060541,2547884.3364,477218.73620771995,0.04900188938578154,2547884.3364,477218.73620771995,0.050291349878229724,2011487.6339999998,376751.63384819997,2463848.853024,461478.89017139515,2716146.975573657,508734.32852494594,2994280.4258724004,560828.7237659006,3300894.741481734,618257.5850795287,3638906.363009464,681567.1617916726
